Text,API_1,API_2,Relation (fs/bd/fr/ec/lc/fc/tc)
"Run java with the option -Djava.net.preferIPv4Stack=true to force java to use IPv4 instead of IPv6. On Linux, this could also be achieved by running (or placing it inside /etc/profile:",java.lang.system.java,java.lang.system.linux,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"Run java with the option -Djava.net.preferIPv4Stack=true to force java to use IPv4 instead of IPv6. On Linux, this could also be achieved by running (or placing it inside /etc/profile:",java.net.inetaddress.ipv4,java.net.inetaddress.ipv6,"[('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"Run java with the option -Djava.net.preferIPv4Stack=true to force java to use IPv4 instead of IPv6. On Linux, this could also be achieved by running (or placing it inside /etc/profile:",java.net.inetaddress.ipv4,java.lang.system.linux,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"Run java with the option -Djava.net.preferIPv4Stack=true to force java to use IPv4 instead of IPv6. On Linux, this could also be achieved by running (or placing it inside /etc/profile:",java.net.inetaddress.ipv6,java.lang.system.linux,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"The preferred solution is to move the code to the fragment onCreateView(), calling findViewById() on the inflated fragment layout rootView:",android.app.fragment.oncreateview,android.view.view.findviewbyid,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'no', 'no', 'no')]"
"As far as your original example of List&lt;String&gt; list = new LinkedList(), the compiler generates a warning for that assignment because it must. Consider this:",java.util.list,java.lang.string,"[('no', 'no', 'yes', 'no'), ('no', 'no', 'yes', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'no', 'yes', 'yes')]"
"As far as your original example of List&lt;String&gt; list = new LinkedList(), the compiler generates a warning for that assignment because it must. Consider this:",java.util.list,java.util.linkedlist,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes')]"
"As far as your original example of List&lt;String&gt; list = new LinkedList(), the compiler generates a warning for that assignment because it must. Consider this:",java.lang.string,java.util.linkedlist,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.bigdecimal,java.math.bigdecimal.setscale,"[('no', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.bigdecimal,java.math.roundingmode.half_up,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.bigdecimal,java.lang.double.doublevalue,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.bigdecimal.setscale,java.math.roundingmode.half_up,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.bigdecimal.setscale,java.lang.double.doublevalue,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes')]"
"Of course, if you prefer, you can inline the above into a one-liner:new BigDecimal(value).setScale(places, RoundingMode.HALF_UP).doubleValue()",java.math.roundingmode.half_up,java.lang.double.doublevalue,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
123 is a substring of a123b so the find() method outputs true. matches() only 'sees' a123b which is not the same as 123 and thus outputs false.,java.util.regex.matcher.find,java.util.regex.matcher.matches,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"Usually, one would call the reduce method using Math.max(int, int) as follows:",java.util.stream.stream.reduce,java.lang.math.max,"[('no', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
r1 and r2 are just two different objects of classes that implement the Runnable interface and thus implement the run() method.  When you call r1.run() you are executing it in the current thread.,java.lang.runnable,java.lang.runnable.run,"[('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"Note there isn't paintComponent(). It's wrong, just use the paint() method,",java.awt.component.paintcomponent,java.awt.component.paint,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement,java.lang.stacktraceelement.getclassname,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement,java.lang.stacktraceelement.getfilename,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement,java.lang.stacktraceelement.getlinenumber,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no'), ('no', 'no', 'no', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement,java.lang.stacktraceelement.getmethodname,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getclassname,java.lang.stacktraceelement.getfilename,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getclassname,java.lang.stacktraceelement.getlinenumber,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getclassname,java.lang.stacktraceelement.getmethodname,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getfilename,java.lang.stacktraceelement.getlinenumber,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getfilename,java.lang.stacktraceelement.getmethodname,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'no', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"A StackTraceElement has getClassName(), getFileName(), getLineNumber() and getMethodName().",java.lang.stacktraceelement.getlinenumber,java.lang.stacktraceelement.getmethodname,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"Here's a complete example that may prove helpful. As the sample Map is unmodifiable, I refer you to @mKorbel's example on how to override isCellEditable() and setValueAt().",javax.swing.table.tablemodel.iscelleditable,javax.swing.table.tablemodel.setvalueat,"[('no', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"The first is equivalent to hibernate.show_sql=true legacy property, the second prints the bound parameters among other things.",org.hibernate.cfg.environment.show_sql,java.sql.preparedstatement.setparameter,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"Invoking dispose() allows the host platform to reclaim memory consumed by the heavyweight peer, but it can't do so until after the WINDOW_CLOSING event is processed on the EventQueue. Even then, gc() is a suggestion.",java.awt.window.dispose,java.awt.event.windowevent.window_closing,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"Invoking dispose() allows the host platform to reclaim memory consumed by the heavyweight peer, but it can't do so until after the WINDOW_CLOSING event is processed on the EventQueue. Even then, gc() is a suggestion.",java.awt.window.dispose,java.lang.system.gc,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"Invoking dispose() allows the host platform to reclaim memory consumed by the heavyweight peer, but it can't do so until after the WINDOW_CLOSING event is processed on the EventQueue. Even then, gc() is a suggestion.",java.awt.event.windowevent.window_closing,java.lang.system.gc,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
You can use Thread.currentThread().getStackTrace().,java.lang.thread.currentthread,java.lang.thread.getstacktrace,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
yourelement.sendKeys(Keys.RETURN) or .sendKeys(Keys.ENTER) : which is an equivalent of focusing that element and hitting RETURN/ENTER on that element,org.openqa.selenium.webelement.sendkeys,org.openqa.selenium.keys.return,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes')]"
yourelement.sendKeys(Keys.RETURN) or .sendKeys(Keys.ENTER) : which is an equivalent of focusing that element and hitting RETURN/ENTER on that element,org.openqa.selenium.webelement.sendkeys,org.openqa.selenium.keys.enter,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
yourelement.sendKeys(Keys.RETURN) or .sendKeys(Keys.ENTER) : which is an equivalent of focusing that element and hitting RETURN/ENTER on that element,org.openqa.selenium.keys.return,org.openqa.selenium.keys.enter,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
It's basically the way that generics are implemented in Java via compiler trickery. The compiled generic code actually just uses java.lang.Object wherever you talk about T (or some other type parameter) - and there's some metadata to tell the compiler that it really is a generic type.,java.lang.reflect.generic,java.lang.object,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes')]"
"Class.getResource can take a ""relative"" resource name, which is treated relative to the class's package. Alternatively you can specify an ""absolute"" resource name by using a leading slash. Classloader resource paths are always deemed to be absolute.",java.lang.class.getresource,java.lang.classloader,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'yes', 'yes'), ('no', 'no', 'yes', 'no')]"
